应用名称,开发者（企业）名称,开发者类型,应用类型,申请类型,版本名称,版本号,上下架时间,架位状态,合同状态,LCAID,APPID,应用包名
爆破专家???,mumuzi,个人,益智休闲,新版本,2.0,20,2013-09-03 17:52:49,上架,合同签署并登陆,12229792,12229788,com.adroidzstrone.blowupsl
宝石爱消除,fastcome1985,个人,益智休闲,新版本,1.0.0,1,2013-09-03 17:38:54,上架,合同签署并登陆,12229696,12229679,camel.zouzou.jewell
粘粘世界 | World Of Goo,应用汇,企业,益智休闲,升级,1.1.1,15,2013-09-03 11:16:42,上架,合同签署并登陆,12226806,45570,com.twodboy.worldofgoofull
水果忍者,yunbee,企业,益智休闲,新版本,1.0.0.1,10001,2013-09-02 18:18:55,上架,合同签署并登陆,12219849,12219848,com.monster.game26
梦游仙境,人人游戏,企业,益智休闲,新版本,1.01,2,2013-08-30 14:44:38,上架,合同签署并登陆,12217888,12217886,com.LemonCats.dreamlands
朗姆岛(Rum Isle),veer,个人,益智休闲,新版本,1.0.0,1000000,2013-08-29 15:42:45,上架,合同签署并登陆,12214472,12214452,com.panicartstudios.rumisle
诸神之战(Clash of the Olympians),veer,个人,益智休闲,新版本,1.0.6,8,2013-08-29 15:42:41,上架,合同签署并登陆,12214440,12214426,com.ironhide.games.clashoftheolympians
Hello Kitty Line POP,iloveapple8899,个人,益智休闲,新版本,1,1000000,2013-08-29 15:42:35,上架,合同签署并登陆,12214474,12214407,air.HelloKitty.game.POPapp817_0
水果老虎机,orangegame.cn,企业,益智休闲,升级,2.1,11,2013-08-29 11:54:33,上架,合同签署并登陆,12213398,11650789,com.orange.slotmachine
CornRider,ruanko,企业,益智休闲,新版本,3.0.0,2,2013-08-28 17:14:43,上架,合同签署并登陆,12210041,12210018,com.ruanko.cornrider
疯狂推土机增强版,rose7980,个人,益智休闲,新版本,1.0,2,2013-08-27 18:13:44,上架,合同签署并登陆,10253478,10253456,com.hg.bulldozer_free454
玩命过山车,gpworks,个人,益智休闲,新版本,1,1000000,2013-08-27 14:01:54,上架,合同签署并登陆,12204710,12204687,air.MadRollerCoasters
长发姑娘,feixiang579,个人,益智休闲,新版本,1.0,1,2013-08-27 13:39:42,上架,合同签署并登陆,12204241,12204228,com.appletreebook.rapunzelapp
神奇宝石翻翻看,fanyigongsi,企业,益智休闲,新版本,1.0,1,2013-08-26 11:01:49,上架,合同签署并登陆,12195749,12195743,com.fox.fanfankan.sikai
图形寻宝,人人游戏,企业,益智休闲,新版本,1.0.0,100,2013-08-23 16:34:15,上架,合同签署并登陆,12179552,12179551,cn.thirdgwin.app.Findbao
幸运大转盘,xinyukejitouzi,企业,益智休闲,新版本,1.0,1,2013-08-23 16:33:55,上架,合同签署并登陆,12192520,12192519,com.orangegame.roulette001
数学小天才,人人游戏,企业,益智休闲,新版本,1.0.0,100,2013-08-23 16:32:11,上架,合同签署并登陆,12179546,12179545,cn.thirdgwin.app.MathsTianCai
糖果之心,人人游戏,企业,益智休闲,新版本,1.0.0,100,2013-08-23 16:31:48,上架,合同签署并登陆,12179550,12179547,cn.thirdgwin.app.candyofheart
奶酪谷仓,gpworks,个人,益智休闲,升级,1.0.18,1000018,2013-08-23 13:32:43,上架,合同签署并登陆,12193561,12192641,air.com.differencegames.cheesebarn
午餐时间,1711336426,个人,益智休闲,新版本,1.23,6,2013-08-23 06:58:47,上架,合同签署并登陆,10931602,10931585,nl.gamistry.Chameleonfallbpxfie
3D狂暴鱼,人人游戏,企业,益智休闲,新版本,1.0.1,2,2013-08-22 14:36:33,上架,合同签署并登陆,12191169,12191148,cn.tenone.HungryFishRR
魔力女孩,中国移动游戏基地,企业,益智休闲,新版本,1.0,1,2013-08-22 14:32:17,上架,合同签署并登陆,12191534,12191525,com.qike.witchwar.cmcc
烧饼修改器,sbtools,个人,音乐游戏,升级,2.4.1,43,2013-10-14 21:32:43,上架,合同签署并登陆,12364823,10895630,org.sbtools.gamehack
決奏 Khaos,veer,个人,音乐游戏,升级,1.21,6,2013-09-18 12:20:33,上架,合同签署并登陆,12279884,11782960,com.funkit.khaosfull
SoundBow,optimus,个人,音乐游戏,新版本,1.6,5,2013-09-16 17:26:41,上架,合同签署并登陆,12272605,12272593,com.processing.soundbow
